ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,P1,result1
20525,0.0,0,3,1,25,0.0,0.5,0.5,2.0,0.5,0.5,3958.8,3903.8,4092.8,3951.2,3995.6,2336.0,260.8,580.0,0.0,154.6,125.2,1710.8,0,5,0.2,0.2,0.0,0.2,0.2,1.0,2.0,0
16045,2.0,0,1,1,50,1.0,2.0,2.0,2.0,2.0,2.0,4791.8,4655.2,5058.8,5356.0,5428.6,5512.6,0.0,480.0,440.2,220.0,200.0,0.0,1,5,0.0,0.2,0.2,0.2,0.2,0.0,0.0,1
8585,5.0,1,2,2,30,0.0,0.5,0.5,0.5,0.5,0.1,9960.6,5156.2,3680.0,2195.6,235.0,6571.4,278.0,875.0,54.2,99.4,6851.0,209.6,0,4,0.2,0.5,0.2,0.5,1.0,0.2,0.0,0
7023,5.0,1,2,1,50,0.0001,0.0,0.5,0.0,0.5,0.1,1571.0,3496.2,2404.2,26581.2,24451.2,7476.0,3502.4,2404.2,26581.2,0.0,7476.0,700.0,0,1,1.0,1.0,1.0,0.0,1.0,0.2,1.0,0
7153,2.0,1,2,2,25,0.0,0.5,0.5,0.5,0.5,0.5,27771.8,27304.2,27091.8,23461.6,21585.6,20759.8,1061.6,983.0,820.0,800.0,800.4,800.0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
13808,0.0,1,2,2,20,2.0,0.5,0.5,0.5,0.5,0.1,3739.2,4017.2,4057.0,3306.0,0.0,0.0,341.0,283.6,402.2,0.0,0.0,0.0,1,3,0.2,0.2,0.2,1.0,1.0,0.0,0.0,1
16344,1.0,1,4,2,25,0.0,0.5,0.5,0.5,0.5,0.5,34107.2,35028.6,36032.4,38040.4,41984.6,11098.2,1028.6,1032.4,2040.4,3984.6,318.2,1100.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,2.0,0
21164,2.0,1,3,1,35,0.0,0.5,0.5,0.5,0.5,0.5,30392.6,28376.8,28685.6,29257.8,25626.6,24921.2,1020.0,1420.0,1500.0,900.0,1000.0,960.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
9671,3.0,1,2,1,35,0.0,0.5,0.5,0.5,0.5,0.5,29488.0,27587.6,26363.2,24152.2,24075.0,24179.4,1001.8,1225.0,800.2,802.6,1000.0,803.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
11406,1.0,1,1,2,25,0.0,0.5,2.0,2.0,0.5,0.5,852.4,1433.8,1679.2,1622.6,1794.2,2164.8,600.0,300.0,0.0,200.0,400.0,200.0,1,5,0.5,0.2,0.0,0.2,0.2,0.7,0.0,0
12800,1.0,1,2,2,20,0.0,0.5,0.5,0.5,0.0,0.5,20322.8,19882.6,20450.4,17801.8,15970.6,16194.0,2000.0,3404.6,1788.4,17390.0,6600.0,1402.6,0,4,0.2,0.2,0.2,1.0,0.5,0.5,2.0,0
13996,2.0,1,1,2,20,0.0,0.5,0.5,2.0,0.5,0.5,15764.6,16102.8,17419.2,16961.2,17164.4,17500.8,600.0,1580.0,0.0,660.0,640.0,660.0,0,5,0.2,0.2,0.0,0.2,0.2,1.0,1.0,0
13651,5.0,0,1,2,40,0.0,0.5,0.5,0.5,0.5,0.5,89867.2,91333.6,84968.6,65154.4,64152.0,65168.2,3424.8,2941.2,3075.4,2096.2,2200.6,2260.6,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3.0,0
3409,2.0,0,3,1,40,0.0,0.5,0.5,0.5,0.5,0.5,29255.4,25535.8,14664.6,14956.6,15272.0,15573.6,790.4,522.8,526.2,547.0,548.0,544.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
545,0.0,0,2,1,40,0.0,0.5,0.5,2.0,0.5,0.5,1427.8,1683.2,1963.0,1901.6,1950.8,2038.4,280.0,340.0,0.0,80.0,120.0,40.0,1,5,0.2,0.2,0.0,0.2,0.2,0.5,0.0,0
4360,2.0,0,1,2,35,2.0,2.0,2.0,2.0,2.0,2.0,21537.8,21935.6,22177.4,22374.2,22844.6,23315.4,1040.0,900.0,860.0,860.0,880.0,900.0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1
1103,2.0,1,3,2,25,1.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,830.0,413.0,0.0,100.0,0.0,830.0,413.0,0.0,100.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
7762,5.0,0,1,2,30,0.0001,0.0,0.5,0.0,0.0,0.1,962.8,2587.8,3900.4,25681.2,0.0001,0.0001,2655.0,3904.4,25681.2,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
16836,1.0,1,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,9573.4,8187.4,5773.6,8950.2,5511.4,5825.0,416.6,368.0,6200.0,195.4,400.6,242.8,0,5,0.2,0.2,0.7,0.2,0.2,0.2,0.0,0
5043,2.0,0,1,1,40,1.0,2.0,2.0,2.0,2.0,2.0,14707.4,14359.2,16090.6,11651.4,19436.0,19106.2,0.0,2000.0,0.0,8000.0,0.0,3000.0,1,5,0.0,0.2,0.0,0.5,0.0,1.0,4.0,1
9186,1.0,0,1,2,20,0.0,0.5,0.5,0.0,0.5,0.5,4141.6,5257.2,3641.8,1094.2,1379.2,1901.2,1309.0,1761.4,1100.0,800.0,700.0,200.0,0,4,0.5,0.5,1.0,0.7,0.5,0.2,0.0,0
6766,2.0,1,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,7554.4,7772.4,7982.8,8111.8,8390.6,8442.0,400.0,400.0,322.0,440.0,320.0,320.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
4439,2.0,1,3,1,40,0.0001,0.0,0.5,0.0,0.0,0.0001,241.4,1118.0,500.0,0.0,0.0,0.0,1118.0,500.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
19694,1.0,1,1,2,30,0.0,0.5,0.5,0.5,0.5,0.5,11187.4,11421.4,11950.6,12351.0,12725.8,10884.6,420.0,800.0,600.0,600.0,464.6,400.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1.0,0
12593,2.0,0,3,1,35,2.0,2.0,2.0,2.0,2.0,2.0,35161.6,35879.8,36607.8,37108.2,37596.8,38367.4,1600.0,1600.0,1400.0,1400.0,1400.0,0.0,1,5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,1
17010,3.0,1,3,1,40,1.0,0.0,2.0,2.0,0.0,0.1,0.0001,101.4,101.4,0.0001,750.0,643.2,101.6,0.0,0.0,1066.0,643.2,408.2,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
13209,2.0,1,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,31398.6,31896.4,32384.2,33172.6,25607.6,26186.2,1600.0,1300.0,1400.0,1000.0,1000.0,1000.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
4075,1.0,0,2,2,25,0.0001,0.5,0.5,0.5,0.5,0.5,15540.2,3915.4,4406.6,11504.4,11787.8,12158.0,400.0,560.0,7200.0,500.0,600.0,1000.0,0,5,0.2,0.2,0.7,0.2,0.2,0.7,1.0,0
17896,4.0,0,1,2,25,1.0,0.0,0.5,0.0,0.0,0.1,0.0001,12010.8,37546.8,3465.6,2131.6,15579.6,13000.0,37600.0,3476.8,4000.0,15600.0,9335.4,0,0,1.0,1.0,1.0,1.0,1.0,0.7,13.0,0
20123,1.0,0,1,1,30,0.0,0.5,0.5,0.5,0.5,0.5,5082.2,5397.8,5649.0,5835.2,5739.2,5864.2,400.0,400.0,300.0,200.0,182.6,360.0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
17879,4.0,1,2,2,50,0.0,0.5,0.5,0.5,0.5,0.5,43587.2,40569.0,35450.4,33124.4,33564.8,31370.2,1776.0,1598.4,1125.4,1110.8,1091.2,1089.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2.0,0
4942,4.0,0,1,1,40,0.0,0.0,0.5,0.5,0.5,0.1,2044.2,1667.4,1939.2,2866.4,4289.2,1895.2,1707.2,1000.0,1700.0,2000.0,1895.2,1400.0,0,3,1.0,0.7,0.7,0.5,1.0,1.0,2.0,0
1189,1.0,1,2,1,30,0.0,0.5,0.5,0.5,0.5,0.5,9701.6,9842.6,7656.0,2461.0,1287.2,0.0,607.4,360.0,226.0,400.0,0.0,0.0,0,4,0.2,0.2,0.2,0.5,1.0,0.0,0.0,0
11317,0.0,0,2,1,35,3.0,2.0,0.5,0.5,0.5,0.5,4066.8,3711.0,691.0,871.8,889.6,940.8,0.0,219.2,200.0,17.8,51.2,0.0,0,5,0.0,0.5,0.5,0.2,0.2,0.0,0.0,1
16824,2.0,1,1,2,35,0.0001,0.0,0.5,0.0,0.0,0.5,922.4,581.2,4755.4,15657.4,1797.2,2333.2,581.2,4764.0,15657.4,7178.0,2200.0,2036.0,0,1,1.0,1.0,1.0,1.0,1.0,0.5,3.0,0
18612,4.0,0,2,2,30,0.0,0.5,0.5,0.5,0.5,0.5,52515.2,47531.2,44517.2,41169.0,34887.6,31412.2,2002.6,2005.8,2001.8,1121.8,1200.0,2000.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3.0,0
22487,1.0,0,2,1,40,1.0,2.0,2.0,2.0,0.5,0.5,7734.2,7354.4,6620.2,5638.4,4535.2,2929.4,460.0,340.0,0.0,103.4,100.6,117.0,0,5,0.2,0.2,0.0,0.2,0.2,0.7,0.0,1
15982,0.0,0,5,2,50,0.0,0.5,0.5,2.0,0.5,0.5,13851.4,14011.0,3799.4,2080.8,2234.0,76.0,480.0,366.6,220.0,460.0,0.0,80.0,1,5,0.2,0.2,0.2,0.5,0.0,0.5,0.0,0
6053,2.0,0,2,1,40,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,1525.0,1665.0,299.4,0.0,0.0,1525.0,1666.8,299.4,0.0,0.0,1525.0,445.2,0,0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0
15646,3.0,0,1,1,35,0.0,0.0,0.5,0.0,0.0,2.0,61464.2,939.2,1115.8,1707.4,500.0,500.0,946.0,1121.4,1726.8,500.0,0.0,0.0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
2685,0.0,1,3,1,50,0.0,0.5,2.0,2.0,2.0,0.5,1464.8,1961.6,1900.2,2005.8,1946.0,1994.8,521.8,0.0,166.0,0.0,80.0,100.0,0,5,0.5,0.0,0.2,0.0,0.2,0.7,0.0,1
17613,0.0,1,2,1,30,0.0,0.5,0.5,0.5,0.5,0.5,2616.0,2182.2,3778.0,2205.2,1172.6,654.6,300.0,400.0,400.0,200.0,200.0,0.0,0,5,0.2,0.2,0.2,0.2,0.5,0.0,0.0,0
11719,3.0,1,1,2,25,1.0,0.0,0.5,0.0,0.5,0.5,0.0,46.0,0.0,65.4,33.6,33.6,46.0,0.0,65.4,0.0,0.0,0.0,1,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
734,2.0,0,1,2,25,0.0001,0.0,0.5,0.0,0.0,0.1,133.2,132.4,0.0001,11113.2,211.2,78.0,132.4,0.0,12282.2,211.2,0.0,399.6,0,1,1.0,0.0,1.0,1.0,0.0,0.2,1.0,0
8781,2.0,1,2,2,20,1.0,2.0,0.5,0.5,0.5,0.5,34194.2,33161.2,29200.2,22781.4,23115.6,22372.6,7.8,1200.0,787.4,815.4,900.8,4613.2,0,5,0.01,0.2,0.2,0.2,0.2,1.0,7.0,0
16040,1.0,0,1,1,50,0.0,0.0,0.5,0.5,0.5,2.0,1905.4,8581.6,8421.6,6122.0,6479.2,6348.6,8581.6,480.0,380.0,520.0,0.0,540.0,0,4,1.0,0.2,0.2,0.2,0.0,0.5,1.0,0
17864,5.0,1,2,2,40,0.0001,0.0,0.5,0.5,0.5,0.5,117.6,478.6,1061.2,1090.6,644.2,253.8,478.6,1061.6,200.0,0.0,0.0,311.4,1,3,1.0,1.0,0.2,0.0,0.0,1.0,0.0,0
7606,2.0,0,2,2,25,1.0,0.0,0.0001,0.0001,0.0,3.0,0.0,0.0,0.0,0.0,258.0,198.0,0.0,0.0,0.0,258.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
2210,3.0,0,3,2,40,0.0,0.5,0.5,0.5,0.5,0.5,53352.4,53701.6,53371.6,38882.6,37937.4,32494.6,2300.0,2000.0,1146.2,1130.8,1055.0,800.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1.0,0
8814,1.0,1,1,1,35,0.0001,0.0,0.5,0.0,0.0001,0.0001,1038.0,129.8,0.0,0.0,0.0,0.0,129.8,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
16683,3.0,1,1,2,30,0.0001,0.0,0.5,0.0,0.0,0.1,144.0,0.0,13838.0,0.0,137.2,585.4,0.0,13838.0,0.0,137.2,585.4,599.0,0,0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
15917,1.0,0,1,2,35,1.0,2.0,2.0,2.0,2.0,2.0,13409.2,13687.8,13851.6,14105.2,14354.8,14100.6,620.0,500.0,600.0,600.0,0.0,560.0,1,5,0.2,0.2,0.2,0.2,0.0,1.0,1.0,1
18469,0.0,0,1,2,30,0.0001,0.0,0.5,0.5,0.0,0.1,1291.2,878.0,603.2,900.8,1151.0,712.0,879.6,600.0,601.8,1153.4,713.2,5288.8,1,2,1.0,1.0,0.7,1.0,1.0,1.0,8.0,0
15717,3.0,0,2,1,40,2.0,0.5,0.5,0.5,0.5,0.5,37470.4,35849.4,36107.0,37504.8,37179.0,38079.2,1600.0,1340.0,2005.4,1340.0,1500.0,1400.0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,2.0,1
15601,3.0,0,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,63537.2,60597.2,52785.6,52183.2,51400.2,42006.6,3400.0,3600.0,2600.0,2400.0,2400.0,1600.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,2.0,0
11293,0.0,0,3,2,35,1.0,3.0,2.0,0.5,0.5,0.5,1816.0,1758.0,1701.0,1911.4,2079.0,2245.4,0.0,0.0,240.0,200.0,200.0,200.0,0,5,0.0,0.0,0.2,0.2,0.2,1.0,0.0,1
9582,2.0,1,2,1,40,0.0001,0.0,0.5,0.0,0.0,0.1,83.0,83.0,83.0,83.0,243.0,278.0,83.0,83.0,83.0,243.0,278.0,243.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
4309,4.0,1,1,1,35,0.0001,0.0,0.5,0.0,0.0,0.1,2884.2,1678.4,2605.0,563.2,1371.2,2213.8,1782.2,2605.0,563.2,1371.2,2213.8,1364.6,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
12372,1.0,0,2,2,20,1.0,2.0,0.5,0.5,0.5,0.5,23432.0,18452.4,15977.8,13365.6,11102.2,4387.6,14.0,1600.0,400.0,269.2,600.0,0.0,1,5,0.01,0.2,0.2,0.2,0.2,0.0,0.0,1
7597,1.0,1,2,1,35,1.0,2.0,2.0,2.0,0.5,0.5,13522.4,13199.4,14120.8,13780.8,14073.8,14336.4,0.0,1260.0,0.0,540.0,520.0,560.0,1,5,0.0,0.2,0.0,0.2,0.2,1.0,1.0,1
13111,2.0,1,1,2,30,0.0,0.5,0.5,0.5,0.5,0.5,3903.6,4347.0,4519.8,4120.0,4826.4,7758.6,747.0,719.8,720.0,826.4,3000.0,1173.0,0,5,0.2,0.2,0.2,0.2,0.5,1.0,2.0,0
7916,1.0,1,1,2,25,2.0,0.5,0.5,2.0,0.5,0.5,22564.4,23105.2,24731.6,24051.8,24241.0,24955.6,905.4,2024.4,0.2,871.0,1783.6,0.0,1,5,0.2,0.2,0.01,0.2,0.2,0.0,0.0,1
13929,2.0,1,1,2,25,0.0001,0.0,0.5,0.0,0.0,0.1,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
10812,2.0,1,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,16087.0,14965.2,14897.0,14387.0,14351.4,14368.8,669.8,640.0,540.0,542.2,560.0,312.2,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
14054,1.0,1,2,1,20,0.0,0.5,0.5,0.0,0.0,0.1,1917.4,1316.6,648.6,338.2,0.0001,544.0,240.0,200.0,340.0,0.0,1135.8,320.0,1,2,0.2,0.5,1.0,0.0,1.0,1.0,0.0,0
6681,1.0,1,2,2,20,0.0,0.5,0.5,0.5,0.5,0.5,10689.4,10346.8,10058.6,5333.4,5321.6,5533.0,405.0,1000.0,400.0,200.0,300.0,200.0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0.0,0
7823,1.0,0,1,2,25,0.0,0.5,0.5,0.5,0.5,0.5,15287.2,15087.4,11661.8,11843.4,11991.0,11420.0,1198.0,500.0,600.0,500.0,600.0,300.0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0.0,0
22245,1.0,0,2,1,35,0.0,0.5,0.5,0.5,0.5,0.5,8854.0,8479.6,8869.2,8819.6,9739.6,5391.0,1000.0,600.0,1000.0,1000.0,1000.0,1200.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2.0,0
12650,5.0,0,3,2,35,0.0,0.0,0.5,0.0,0.0,0.5,1800.2,337.4,281.8,3240.0,3976.0,1822.0,340.4,284.4,3256.2,4012.4,100.0,5014.0,0,1,1.0,1.0,1.0,1.0,0.2,1.0,7.0,0
8146,1.0,0,1,2,25,1.0,0.0,0.5,0.5,0.5,0.5,0.0,69.0,2347.2,2277.4,2045.6,2099.4,69.0,2747.4,0.0,800.0,1200.0,0.0,0,3,1.0,1.0,0.0,0.5,0.7,0.0,0.0,0
5565,1.0,0,1,2,25,0.0001,0.0,2.0,0.5,0.5,0.5,589.2,919.8,372.6,661.8,289.2,78.0,919.8,0.0,289.2,0.0,0.0,498.6,0,4,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0
6158,0.0,1,2,2,25,0.0,0.5,0.5,0.5,0.5,0.5,2163.6,2387.6,2589.8,2666.4,2723.6,2923.8,260.0,243.4,120.0,100.0,246.0,0.0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0
11957,1.0,1,2,2,30,3.0,2.0,0.5,0.5,0.5,0.5,21617.4,20661.4,20749.8,15792.2,15236.0,15270.6,0.0,1020.0,682.2,600.6,600.0,600.2,0,5,0.0,0.2,0.2,0.2,0.2,1.0,1.0,1
17679,4.0,1,2,1,40,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,348.4,0.0,0.0,0.0,0.0,348.4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
15511,0.0,0,3,2,40,1.0,2.0,0.5,0.5,0.5,2.0,3525.8,3410.6,3559.2,3745.8,3809.8,3460.0,0.0,265.0,251.6,274.6,0.0,120.4,1,5,0.0,0.2,0.2,0.2,0.0,1.0,0.0,1
8129,1.0,1,2,1,35,0.0,0.5,0.5,0.5,0.5,0.5,11603.4,11896.2,12072.0,7661.4,7103.8,7071.2,479.2,422.0,254.4,251.4,249.0,227.6,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
21176,1.0,1,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,14980.6,9882.6,10162.4,10052.2,5944.0,6046.6,424.0,500.0,381.0,300.0,240.0,240.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
16631,1.0,1,2,1,25,0.0,0.0,0.5,0.0,0.0001,0.0001,11344.0,1191.6,860.6,770.0,0.0,0.0,1191.6,864.2,773.8,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
15783,0.0,0,2,2,40,0.0,0.5,0.5,0.5,0.5,0.5,3143.4,3344.8,3610.2,3751.8,3826.4,3936.8,255.2,320.6,262.2,136.8,172.0,174.8,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
10172,3.0,0,1,1,40,2.0,4.0,3.0,2.0,2.0,2.0,67840.4,67499.0,65140.0,62797.6,65508.4,63425.8,1000.0,0.0,0.0,4760.0,0.0,2433.0,1,5,0.2,0.0,0.0,0.2,0.0,1.0,3.0,1
13928,1.0,1,2,2,25,0.0,0.5,0.5,0.0,0.0,0.0001,880.6,399.0,60.0,0.0,0.0,0.0,200.0,60.0,0.0,0.0,0.0,0.0,0,1,0.7,1.0,1.0,1.0,1.0,0.0,0.0,0
21265,3.0,1,2,2,35,0.0,0.5,0.5,0.5,0.5,0.5,14202.4,12163.2,11865.6,11538.4,10562.2,9813.4,440.0,600.6,560.0,366.8,370.0,600.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
15670,6.0,0,1,2,30,2.0,2.0,2.0,2.0,2.0,0.5,107818.4,110446.8,113110.0,114561.0,164708.0,100274.0,4600.0,4600.0,3600.0,0.0,3674.6,3631.8,0,5,0.2,0.2,0.2,0.0,0.2,1.0,5.0,0
9665,1.0,1,2,1,50,0.0001,0.0,0.5,0.0,0.0,0.1,0.0,39.6,39.6,64.8,34.2,0.0,39.6,39.6,64.8,34.2,0.0,28.8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11487,3.0,1,1,2,30,1.0,0.0,0.0001,0.0001,0.0,0.1,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,30000.0,0.0,53.4,0,0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,0
